iter	Passed	Remaining
705	22702	9453
706	22740	9424
707	22787	9398
708	22828	9369
709	22865	9339
710	22901	9308
711	22939	9279
712	22977	9249
713	23018	9220
714	23055	9190
715	23094	9160
716	23137	9132
717	23185	9106
718	23251	9087
719	23303	9062
720	23354	9037
721	23397	9008
722	23438	8979
723	23498	8958
724	23537	8928
725	23583	8900
726	23624	8871
727	23663	8841
728	23711	8814
729	23765	8789
730	23804	8759
731	23844	8729
732	23880	8698
733	23924	8670
734	23964	8640
735	24004	8610
736	24047	8581
737	24087	8551
738	24143	8527
739	24183	8496
740	24219	8465
741	24257	8434
742	24295	8403
743	24331	8372
744	24370	8341
745	24408	8310
746	24444	8279
747	24489	8250
748	24528	8219
749	24568	8189
750	24606	8158
751	24643	8127
752	24681	8096
753	24720	8065
754	24756	8033
755	24793	8002
756	24831	7971
757	24869	7939
758	24905	7908
759	24939	7875
760	24977	7844
761	25016	7813
762	25054	7782
763	25093	7751
764	25135	7721
765	25168	7688
766	25208	7657
767	25243	7625
768	25280	7594
769	25329	7565
770	25375	7537
771	25418	7507
772	25469	7479
773	25527	7453
774	25575	7425
775	25626	7397
776	25684	7371
777	25723	7340
778	25766	7309
779	25813	7280
780	25854	7249
781	25900	7220
782	25942	7189
783	25984	7158
784	26029	7129
785	26073	7098
786	26115	7068
787	26151	7035
788	26193	7004
789	26236	6974
790	26282	6944
791	26320	6912
792	26360	6880
793	26402	6850
794	26440	6817
795	26480	6786
796	26518	6754
797	26557	6722
798	26612	6694
799	26649	6662
800	26688	6630
801	26724	6597
802	26763	6565
803	26806	6534
804	26842	6502
805	26877	6469
806	26918	6437
807	26958	6405
808	26997	6373
809	27041	6343
810	27078	6310
811	27116	6278
812	27152	6245
813	27188	6212
814	27226	6180
815	27271	6149
816	27307	6116
817	27360	6087
818	27396	6054
819	27436	6022
820	27476	5990
821	27515	5958
822	27556	5926
823	27601	5895
824	27643	5863
825	27681	5831
826	27732	5801
827	27792	5773
828	27847	5744
829	27892	5712
830	27959	5686
831	28023	5658
832	28067	5626
833	28105	5594
834	28144	5561
835	28183	5528
836	28221	5496
837	28259	5462
838	28296	5430
839	28341	5398
840	28380	5365
841	28421	5333
842	28460	5300
843	28499	5267
844	28537	5234
845	28577	5202
846	28618	5169
847	28655	5136
848	28694	5103
849	28733	5070
850	28772	5037
851	28807	5004
852	28842	4970
853	28881	4937
854	28917	4904
855	28955	4871
856	28994	4837
857	29033	4805
858	29071	4771
859	29111	4739
860	29153	4706
861	29191	4673
862	29229	4640
863	29268	4607
864	29303	4573
865	29364	4543
866	29406	4511
867	29440	4477
868	29477	4443
869	29513	4410
870	29561	4378
871	29610	4346
872	29649	4313
873	29686	4279
874	29719	4245
875	29757	4212
876	29795	4178
877	29834	4145
878	29872	4112
879	29910	4078
880	29948	4045
881	29983	4011
882	30016	3977
883	30063	3945
884	30113	3913
885	30166	3881
886	30229	3851
887	30282	3819
888	30324	3786
889	30363	3752
890	30402	3719
891	30437	3685
892	30477	3651
893	30515	3618
894	30552	3584
895	30592	3550
896	30626	3516
897	30664	3482
898	30704	3449
899	30741	3415
900	30778	3381
901	30815	3348
902	30851	3314
903	30889	3280
904	30924	3246
905	30959	3212
906	30995	3178
907	31043	3145
908	31098	3113
909	31141	3079
910	31177	3045
911	31214	3011
912	31252	2978
913	31289	2944
914	31324	2909
915	31362	2876
916	31399	2842
917	31436	2808
918	31469	2773
919	31506	2739
920	31544	2705
921	31583	2671
922	31621	2637
923	31661	2604
924	31698	2570
925	31732	2535
926	31765	2501
927	31803	2467
928	31840	2433
929	31877	2399
930	31916	2365
931	31956	2331
932	32005	2298
933	32058	2265
934	32110	2232
935	32148	2198
936	32194	2164
937	32243	2131
938	32293	2097
939	32338	2064
940	32383	2030
941	32439	1997
942	32492	1964
943	32539	1930
944	32597	1897
945	32654	1863
946	32696	1829
947	32735	1795
948	32775	1761
949	32818	1727
950	32861	1693
951	32919	1659
952	32956	1625
953	32997	1591
954	33038	1556
955	33076	1522
956	33126	1488
957	33192	1455
958	33231	1420
959	33269	1386
960	33306	1351
961	33358	1317
962	33400	1283
963	33439	1248
964	33475	1214
965	33521	1179
966	33572	1145
967	33621	1111
968	33663	1076
969	33704	1042
970	33738	1007
971	33776	972
972	33810	938
973	33846	903
974	33882	868
975	33918	834
976	33953	799
977	33987	764
978	34023	729
979	34062	695
980	34100	660
981	34137	625
982	34175	591
983	34208	556
984	34243	521
985	34279	486
986	34315	451
987	34352	417
988	34394	382
989	34436	347
990	34481	313
991	34532	278
992	34581	243
993	34621	208
994	34665	174
995	34716	139
996	34774	104
997	34834	69
998	34901	34
999	34971	0
