iter	Logloss
248	0.3121606024
249	0.3115613161
250	0.3112796546
251	0.3112086745
252	0.311084512
253	0.3109174453
254	0.3106826883
255	0.3106383231
256	0.3103981023
257	0.3101337257
258	0.3100154384
259	0.3093260243
260	0.3088018314
261	0.3083765755
262	0.3082437165
263	0.3080216767
264	0.307669395
265	0.3072657938
266	0.3070857018
267	0.306909886
268	0.3064720555
269	0.3060320293
270	0.3059977672
271	0.3056495368
272	0.3054873022
273	0.3053115691
274	0.3049564231
275	0.3048371326
276	0.3048333424
277	0.3043550797
278	0.3041392754
279	0.3039046427
280	0.3036082588
281	0.3033869404
282	0.3029599236
283	0.3027460488
284	0.3027012224
285	0.3023354641
286	0.3019197561
287	0.3016586286
288	0.3015551424
289	0.3012518205
290	0.3008451833
291	0.3006496107
292	0.3003501647
293	0.3003428028
294	0.3003369824
295	0.3003341666
296	0.3003317719
297	0.2999089917
298	0.2998648649
299	0.2997784733
300	0.2996356098
301	0.2996105115
302	0.2995454224
303	0.2993833001
304	0.2989767144
305	0.2987492138
306	0.2983658473
307	0.2981708351
308	0.298067127
309	0.2976972846
310	0.2974707749
311	0.2972226078
312	0.2972217233
313	0.2968815422
314	0.2966197942
315	0.2963202597
316	0.2961510177
317	0.2960660316
318	0.2960614718
319	0.2958626011
320	0.2954265704
321	0.2953787698
322	0.29480184
323	0.2944729621
324	0.2944564947
325	0.2943199691
326	0.2941935245
327	0.2939655919
328	0.293589094
329	0.2932785835
330	0.2931392375
331	0.2930018587
332	0.2929853848
333	0.2927376194
334	0.2923677667
335	0.2920636919
336	0.2919936581
337	0.2917327194
338	0.2912554169
339	0.2909855868
340	0.2909108309
341	0.2906727479
342	0.2906647691
343	0.2902873487
344	0.2898860784
345	0.289622129
346	0.2892858257
347	0.2891963983
348	0.2891954597
349	0.2891064107
350	0.288928207
351	0.2884895154
352	0.2882289472
353	0.2880557056
354	0.2876211228
355	0.2874871485
356	0.2874860361
357	0.2871983624
358	0.2870158287
359	0.2863692082
360	0.2862634118
361	0.2860296225
362	0.2858903391
363	0.285710625
364	0.2854473178
365	0.2853897584
366	0.2852757186
367	0.2850230954
368	0.2847964508
369	0.2844915539
370	0.2842041081
371	0.2837693554
372	0.2833382508
373	0.2833378835
374	0.2832426963
375	0.2830042256
376	0.2826196627
377	0.2824881802
378	0.2820337449
379	0.2819374421
380	0.2818442169
381	0.281844051
382	0.2813188953
383	0.2810867349
384	0.2809472962
385	0.2807930367
386	0.2805094906
387	0.2803168535
388	0.2800779418
389	0.2796609844
390	0.2795140873
391	0.2793115705
392	0.2792188342
393	0.2791108693
394	0.2790090645
395	0.278935065
396	0.2787866183
397	0.2787058521
398	0.2784371422
399	0.278397509
400	0.2780907702
401	0.2776255119
402	0.2775355991
403	0.2774707211
404	0.2774001688
405	0.2773768414
406	0.2772129097
407	0.2769578061
408	0.2767046043
409	0.2761661493
410	0.2757771814
411	0.2754342305
412	0.2750760957
413	0.2748917935
414	0.2747503662
415	0.2745379684
416	0.2744210312
417	0.2742402753
418	0.2740223248
419	0.2739217465
420	0.2737357183
421	0.2733119964
422	0.2731160582
423	0.272999469
424	0.2727911265
425	0.2726303559
426	0.2724235812
427	0.272346057
428	0.2721975553
429	0.2721144891
430	0.2720211546
431	0.2719075144
432	0.2716922414
433	0.271270188
434	0.2711516873
435	0.2709277743
436	0.2706496855
437	0.2706073002
438	0.2702809104
439	0.2701180948
440	0.2700115463
441	0.2696111956
442	0.2694847683
443	0.2691523643
444	0.2689942437
445	0.268883978
446	0.2687133923
447	0.2686852251
448	0.2684308216
449	0.2681790236
450	0.2678272029
451	0.2676806563
452	0.2675968153
453	0.2674872007
454	0.267065366
455	0.2669403287
456	0.2666470593
457	0.2665867987
458	0.2664608716
459	0.2663868835
460	0.2662676801
461	0.2662382587
462	0.2660410154
463	0.2659701354
464	0.2658557784
465	0.2656269978
466	0.2654111638
467	0.2652146762
468	0.2651503894
469	0.2649139699
470	0.2645869029
471	0.2645030636
472	0.2644276313
473	0.2643381838
474	0.2640590085
475	0.2639084295
476	0.2635669494
477	0.2631218994
478	0.2629195982
479	0.2626609474
480	0.2624922764
481	0.2624079467
482	0.2622399163
483	0.2620507254
484	0.2619123076
485	0.2616532668
486	0.2613869559
487	0.2612783402
488	0.2611830467
489	0.2607415412
490	0.2606659214
491	0.2606009921
492	0.2603247386
493	0.2602529745
494	0.2599661382
495	0.2597136527
496	0.2594581653
497	0.259107049
498	0.2590925439
499	0.2587555894
500	0.2586534996
501	0.2584127549
502	0.2581064092
503	0.2580750059
504	0.2580314339
505	0.2578538873
506	0.257476663
507	0.2573827522
508	0.2573403723
509	0.2570287561
510	0.2569975766
511	0.2568635388
512	0.2567622437
513	0.2567292739
514	0.2562845148
515	0.2561589196
516	0.2560394721
517	0.2558549018
518	0.2556992303
519	0.2554766552
520	0.2553555852
521	0.2551879917
522	0.254895864
523	0.2547865666
524	0.2546006564
525	0.2545385383
526	0.2541389564
527	0.2537413968
528	0.2534755993
529	0.2533763815
530	0.2531472944
531	0.2526822167
532	0.25251204
533	0.2524305643
534	0.2522740979
535	0.2521584461
536	0.251939697
537	0.2518069763
538	0.2516598084
539	0.2512584441
540	0.2510183856
541	0.2509027447
542	0.2508429795
543	0.2507182766
544	0.2506289602
545	0.2503626057
546	0.2502034485
547	0.2498951221
548	0.2497772722
549	0.2495849349
550	0.2493389461
551	0.2489827543
552	0.2488554842
553	0.2486335764
554	0.2485128791
555	0.2483634169
556	0.2483108186
557	0.2481877028
558	0.2478795162
559	0.247529064
560	0.2473105095
561	0.2469950973
562	0.2468594926
563	0.2466173584
564	0.2465459445
565	0.2464566539
566	0.2462142059
567	0.2460507812
568	0.2459024266
569	0.2454219578
570	0.2450898884
571	0.2449520379
572	0.2447731823
573	0.244607441
574	0.244394441
575	0.244036287
576	0.2438899051
577	0.2435539924
578	0.2433348361
579	0.2432690319
580	0.2431357574
581	0.2430616163
582	0.2428867695
583	0.2428303827
584	0.2425222984
585	0.2421944001
586	0.2419610505
587	0.2419055939
588	0.2416038918
589	0.2415407759
590	0.2412642731
591	0.241141888
592	0.240956888
593	0.2407821131
594	0.240778124
595	0.2407075658
596	0.2406443915
597	0.2404549922
598	0.2404242854
599	0.2401433711
600	0.2401076698
601	0.2398961152
602	0.2397534
603	0.2392600776
604	0.2389260688
605	0.2388322776
606	0.2387027582
607	0.2385207106
608	0.2384137205
609	0.2382646853
610	0.2380993062
611	0.2379012702
612	0.2376317661
613	0.2375000256
614	0.2373436384
615	0.2372593355
616	0.237048149
617	0.2369798291
618	0.2367627272
619	0.236671131
620	0.236477276
621	0.2362897108
622	0.236142736
623	0.2358735195
624	0.2355243627
625	0.2352895426
626	0.2351076831
627	0.234785697
628	0.2345710469
629	0.2344559591
630	0.2343494163
631	0.234215707
632	0.2340544203
633	0.2336415769
634	0.233422265
635	0.2332537018
636	0.2331946745
637	0.2331935564
638	0.2331600784
639	0.2330628638
640	0.2329762324
641	0.232595882
642	0.2324962142
643	0.2322239037
644	0.2320120892
645	0.231925671
646	0.231805586
647	0.2316726869
648	0.2315362115
649	0.2312662457
650	0.2310865296
651	0.2308879022
652	0.2305695249
653	0.2303585851
654	0.2303237657
655	0.2301882705
656	0.2300194188
657	0.2297651006
658	0.2296374158
659	0.2295620355
660	0.2295620298
661	0.2294508571
662	0.2293272911
663	0.2291350426
664	0.2289703103
665	0.2288522952
666	0.2286653097
667	0.2284914557
668	0.2283147871
669	0.2282716559
670	0.2280534617
671	0.2277989293
672	0.2276372795
673	0.2274986075
674	0.2273985382
675	0.2272854165
676	0.2270663389
677	0.2269301752
678	0.2267977539
679	0.2266103451
680	0.2265041636
681	0.2265040914
682	0.2263447479
683	0.2262572053
684	0.2262170194
685	0.2259836819
686	0.2259356533
687	0.2256431957
688	0.2253965939
689	0.2253293814
690	0.2251469326
691	0.2250291899
692	0.2249127911
693	0.2247185469
694	0.2246518814
695	0.2244180699
696	0.2241906134
697	0.2239215592
698	0.2238631869
699	0.2236005333
700	0.2234722325
701	0.2234263315
702	0.2234226463
703	0.2232582029
704	0.2231007898
705	0.2229402218
706	0.2227144101
707	0.2227118109
708	0.2226000638
709	0.2225405134
710	0.2225365466
711	0.2224587186
712	0.2223060066
713	0.2221291091
714	0.2220606917
715	0.2217337258
716	0.2215602018
717	0.2214370484
718	0.2212105782
719	0.2210725973
720	0.2208392387
721	0.220709339
722	0.2205880092
723	0.2204759391
724	0.2204599376
725	0.2201118627
726	0.2199045561
727	0.2197878468
728	0.2196962737
729	0.2194386243
730	0.2193408444
731	0.2192826855
732	0.2189531991
733	0.218802015
734	0.2185540232
735	0.2184051063
736	0.2182499219
737	0.217972141
738	0.2177878857
739	0.2175905615
740	0.2174981204
741	0.217309194
742	0.2171118744
743	0.2169989378
744	0.2169228571
745	0.2168293456
746	0.2167246457
747	0.21672035
748	0.2165653285
749	0.2164129896
750	0.2163836729
751	0.2162071843
752	0.2161689656
753	0.2160851034
754	0.215917273
755	0.2157018076
756	0.2156470725
757	0.2156034932
758	0.2155520619
759	0.2154922878
760	0.215460405
761	0.2153652101
762	0.2151507842
763	0.2150341552
764	0.2150297067
765	0.2150280241
766	0.214898769
767	0.2148775132
768	0.214840417
769	0.2146203629
770	0.2144695538
771	0.2142662355
772	0.214099576
773	0.2140522496
774	0.2137718719
775	0.2137696286
776	0.2137052904
777	0.2136886135
778	0.2135381595
779	0.2134615093
780	0.2133383642
781	0.2131753957
782	0.2130857621
783	0.2128646088
784	0.2128256838
785	0.2126702018
786	0.2126384688
787	0.2124151609
788	0.2123667571
789	0.2123592771
790	0.2123114034
791	0.2122746272
792	0.2121284065
793	0.2119967051
794	0.211967212
795	0.2119260542
796	0.2117442058
797	0.2114877345
798	0.2113482732
799	0.2111940803
800	0.2110993329
801	0.211046506
802	0.2109687513
803	0.2108282163
804	0.2106802239
805	0.2106200948
806	0.2105086149
807	0.2103666608
808	0.2103138778
809	0.2100974007
810	0.2099121996
811	0.2097535231
812	0.209651523
813	0.2093960953
814	0.2093215527
815	0.2092012664
816	0.209158037
817	0.2091265523
818	0.2090714895
819	0.2089522778
820	0.2088120849
821	0.2086049588
822	0.2085038939
823	0.2083726093
824	0.2082402521
825	0.2080457026
826	0.2079788581
827	0.207901274
828	0.2077287125
829	0.2076344291
830	0.2075219919
831	0.2072965478
832	0.2071452208
833	0.2069350194
834	0.2067589994
835	0.2065044562
836	0.2062856763
837	0.2061337863
838	0.2060793775
839	0.2058477757
840	0.2057478094
841	0.2056096634
842	0.2055428359
843	0.205388789
844	0.2052972984
845	0.2051275667
846	0.204973891
847	0.2048888762
848	0.2048322047
849	0.2046073847
850	0.204506406
851	0.2043621949
852	0.2041885465
853	0.2039619969
854	0.2039036336
855	0.2038355542
856	0.2036298466
857	0.2035299974
858	0.2033720211
859	0.203269051
860	0.2030424755
861	0.2028680415
862	0.2026065619
863	0.2022708368
864	0.2020261516
865	0.2019202139
866	0.2018217366
867	0.2016810805
868	0.2015484848
869	0.2014818168
870	0.201296355
871	0.2011597848
872	0.2010893982
873	0.2009788007
874	0.200865058
875	0.2007442403
876	0.2006704178
877	0.2004235771
878	0.2003776041
879	0.2002229427
880	0.2000781797
881	0.199899746
882	0.1998331893
883	0.1997277845
884	0.1994738599
885	0.1993634105
886	0.1992876593
887	0.1992436595
888	0.1990898988
889	0.1989823501
890	0.1988746248
891	0.198711542
892	0.1984986516
893	0.1984052114
894	0.1982692767
895	0.1982127502
896	0.1981395632
897	0.1980414851
898	0.1979080925
899	0.197692224
900	0.1976676021
901	0.1975917936
902	0.1974812259
903	0.1972047662
904	0.1971592204
905	0.1970386942
906	0.1969122778
907	0.1968374956
908	0.1967571842
909	0.1966674828
910	0.1964210706
911	0.1963679787
912	0.196263805
913	0.1961461904
914	0.1961124163
915	0.1957229796
916	0.1955610279
917	0.1954266211
918	0.1954236199
919	0.1953578555
920	0.1951164509
921	0.1950288911
922	0.1949519744
923	0.1948281745
924	0.1947719404
925	0.1947224175
926	0.1947086992
927	0.1944126462
928	0.1944009613
929	0.1943421935
930	0.1940712306
931	0.1939394362
932	0.193650711
933	0.1935001015
934	0.1934473574
935	0.1933833936
936	0.193319351
937	0.193157206
938	0.1930529062
939	0.192808674
940	0.1927441914
941	0.1927271632
942	0.1925607583
943	0.1924023337
944	0.1923000221
945	0.1921597679
946	0.1919862782
947	0.1919028472
948	0.1916776297
949	0.1916108284
950	0.1914182199
951	0.191286032
952	0.1911054238
953	0.1909548238
954	0.1908091199
955	0.1906715632
956	0.1905719043
957	0.1903759505
958	0.1902696199
959	0.1899583515
960	0.1897330874
961	0.1896537303
962	0.1895039895
963	0.1894763426
964	0.1894058468
965	0.1892828195
966	0.1892412998
967	0.1890626186
968	0.1888265072
969	0.1887156762
970	0.1885375255
971	0.1884281403
972	0.1882316417
973	0.1881913822
974	0.1881370806
975	0.1880774774
976	0.1880522924
977	0.1879996104
978	0.1879406967
979	0.1879025189
980	0.1878429201
981	0.1877189275
982	0.1876982001
983	0.1876510512
984	0.1875499276
985	0.1873940998
986	0.1872232314
987	0.1870880356
988	0.1870297916
989	0.1870040803
990	0.1868758415
991	0.186821958
992	0.1867701666
993	0.1867003221
994	0.1866664313
995	0.1865733296
996	0.1864433442
997	0.1863761104
998	0.1862239232
999	0.1859625751
