iter	Logloss
191	0.3133366899
192	0.3132956353
193	0.3132595289
194	0.3132113196
195	0.3131776512
196	0.3131535673
197	0.3131183697
198	0.3130897271
199	0.3130421585
200	0.3130100972
201	0.3129621771
202	0.3129159978
203	0.3128864062
204	0.3128517788
205	0.3128311177
206	0.3127798989
207	0.3127435128
208	0.3126949556
209	0.3126673385
210	0.3126371329
211	0.3126009224
212	0.3125776864
213	0.3125473113
214	0.3125005319
215	0.3124528798
216	0.3124155657
217	0.3123480717
218	0.3123176472
219	0.3122892228
220	0.3122424079
221	0.3122123578
222	0.3121637048
223	0.3121366527
224	0.3121064587
225	0.3120766305
226	0.3120627355
227	0.3120112079
228	0.3119607387
229	0.3119318625
230	0.3118938823
231	0.3118702439
232	0.3118238408
233	0.3117883693
234	0.3117482041
235	0.3117121246
236	0.3116987602
237	0.3116549934
238	0.3116104448
239	0.3115652565
240	0.3115360496
241	0.311505532
242	0.3114837257
243	0.3114611594
244	0.3114346182
245	0.3114012844
246	0.3113720648
247	0.3113413194
248	0.3113044787
249	0.3112729427
250	0.3112388551
251	0.3111992107
252	0.3111615164
253	0.3111204058
254	0.3110782331
255	0.3110308147
256	0.3110008246
257	0.3109650455
258	0.3109191354
259	0.3108902694
260	0.3108567826
261	0.3108114909
262	0.3107780394
263	0.3107566364
264	0.310720331
265	0.3106972911
266	0.3106649342
267	0.310629332
268	0.3105882724
269	0.3105532176
270	0.3105143025
271	0.3104866755
272	0.3104379964
273	0.3103864521
274	0.310355218
275	0.3103287528
276	0.3102924367
277	0.3102690504
278	0.3102495237
279	0.3102088761
280	0.3101667345
281	0.3101529955
282	0.3101193958
283	0.3100995749
284	0.3100651812
285	0.3100203988
286	0.3099922316
287	0.3099874339
288	0.3099471864
289	0.3099274004
290	0.309884633
291	0.309872517
292	0.309846326
293	0.3097982045
294	0.3097599638
295	0.3097343918
296	0.3096990754
297	0.3096484195
298	0.3096334
299	0.3096059649
300	0.3095683333
301	0.3095404025
302	0.3095024346
303	0.3094490375
304	0.3094104131
305	0.3093621639
306	0.3093445579
307	0.3093021773
308	0.3092878279
309	0.3092496518
310	0.3092091763
311	0.3091836958
312	0.309149867
313	0.309128781
314	0.3090862432
315	0.3090468352
316	0.3090159461
317	0.3089950487
318	0.308960133
319	0.3089256069
320	0.3088848457
321	0.3088471112
322	0.3088306599
323	0.3088032733
324	0.3087746046
325	0.3087450532
326	0.3087256988
327	0.3087030645
328	0.3086669111
329	0.3086492284
330	0.3086017318
331	0.3085651363
332	0.3085382039
333	0.308517991
334	0.3084931265
335	0.3084625292
336	0.3084375936
337	0.3084219098
338	0.3083942235
339	0.3083624089
340	0.3083296662
341	0.3083015102
342	0.308266171
343	0.3082519224
344	0.3082315817
345	0.3081828773
346	0.3081610212
347	0.3081343515
348	0.3080990177
349	0.3080702423
350	0.3080464884
351	0.3080227073
352	0.3079772134
353	0.3079704756
354	0.3079454343
355	0.3079176965
356	0.3078838022
357	0.3078512034
358	0.307836203
359	0.3078125448
360	0.307787246
361	0.3077561
362	0.3077250287
363	0.3077204007
364	0.3076842327
365	0.3076635065
366	0.3076362573
367	0.307600949
368	0.3075722182
369	0.3075278182
370	0.3074808055
371	0.3074355783
372	0.3074040126
373	0.3073692683
374	0.3073513231
375	0.3073075117
376	0.3072882125
377	0.3072785567
378	0.3072505718
379	0.3072141997
380	0.307195494
381	0.3071657544
382	0.3071112856
383	0.3070908931
384	0.3070537667
385	0.3070150423
386	0.3070031653
387	0.3069801144
388	0.3069558737
389	0.3069288359
390	0.3069069733
391	0.3068834615
392	0.3068652937
393	0.3068322431
394	0.3068077288
395	0.3067564695
396	0.3067164422
397	0.3067038257
398	0.3066806222
399	0.3066639287
400	0.3066336724
401	0.3065990354
402	0.3065684332
403	0.3065389337
404	0.3065036793
405	0.3064606306
406	0.3064342199
407	0.3063847015
408	0.3063696254
409	0.3063500454
410	0.306309989
411	0.3062750516
412	0.3062493869
413	0.306207707
414	0.3061798645
415	0.3061547171
416	0.3061422648
417	0.3061169978
418	0.306093144
419	0.3060661144
420	0.3060365862
421	0.306023816
422	0.3060020187
423	0.305972011
424	0.3059444714
425	0.3059199994
426	0.3058945296
427	0.3058493985
428	0.3058037383
429	0.3057596709
430	0.3057478598
431	0.305711633
432	0.3057065679
433	0.3056825392
434	0.3056549633
435	0.3056045795
436	0.3055651095
437	0.3055184475
438	0.3054683836
439	0.3054342793
440	0.3054013823
441	0.3053630828
442	0.3053360968
443	0.3053216383
444	0.3053129762
445	0.3053005008
446	0.3052634516
447	0.3052417449
448	0.3052219255
449	0.3051909124
450	0.305157753
451	0.3051293993
452	0.3050992
453	0.3050786626
454	0.3050368817
455	0.3049980751
456	0.304976839
457	0.3049534218
458	0.3049196305
459	0.3048825009
460	0.3048460004
461	0.3048143157
462	0.3048046215
463	0.3047687062
464	0.3047364471
465	0.3047108987
466	0.3046950791
467	0.304673878
468	0.3046434122
469	0.3046100966
470	0.3045789396
471	0.304553132
472	0.304514026
473	0.3044744604
474	0.3044274205
475	0.3043892202
476	0.304358989
477	0.3043363298
478	0.3043102483
479	0.3042902091
480	0.3042544938
481	0.3042247137
482	0.3042218653
483	0.3041919683
484	0.3041537271
485	0.3041169513
486	0.3040791045
487	0.3040628873
488	0.304026301
489	0.3040020112
490	0.3039723436
491	0.3039622597
492	0.3039302835
493	0.303893372
494	0.3038641902
495	0.3038222106
496	0.3037887838
497	0.3037493995
498	0.303724303
499	0.3036995952
500	0.3036627734
501	0.3036096686
502	0.3035860438
503	0.3035847884
504	0.3035625865
505	0.3035327474
506	0.3034952977
507	0.3034627031
508	0.3034344334
509	0.3033956115
510	0.303373767
511	0.3033568091
512	0.3033239469
513	0.3032797085
514	0.3032440706
515	0.3032156025
516	0.303202356
517	0.3031822387
518	0.3031509826
519	0.3031417764
520	0.3031106382
521	0.3030816336
522	0.3030533877
523	0.3030195929
524	0.3029878177
525	0.3029539621
526	0.3029450819
527	0.3029268075
528	0.3028857364
529	0.3028544334
530	0.3028124006
531	0.3027819309
532	0.3027513954
533	0.3027235432
534	0.3027011592
535	0.3026912973
536	0.3026743696
537	0.3026363013
538	0.3026067037
539	0.3025768457
540	0.3025605176
541	0.3025348721
542	0.3025289454
543	0.3025077726
544	0.3024883415
545	0.3024512973
546	0.30241144
547	0.3023963956
548	0.3023640519
549	0.3023196411
550	0.3022890783
551	0.302243676
552	0.3022127518
553	0.3021788097
554	0.3021435628
555	0.3021101265
556	0.3020797622
557	0.3020371371
558	0.3020193194
559	0.3019928444
560	0.3019800456
561	0.3019427951
562	0.3019214377
563	0.3018728462
564	0.3018517784
565	0.3018033329
566	0.3017745518
567	0.3017449375
568	0.3017186339
569	0.3016887654
570	0.3016566156
571	0.3016161702
572	0.3015837779
573	0.3015650519
574	0.3015299012
575	0.3015030581
576	0.3014732073
577	0.3014371187
578	0.3014045306
579	0.3013750351
580	0.3013513739
581	0.3013258886
582	0.3012978113
583	0.30127775
584	0.3012735826
585	0.3012427213
586	0.30121945
587	0.3011884636
588	0.3011535363
589	0.3011194645
590	0.3011013224
591	0.301083902
592	0.3010459136
593	0.3010319804
594	0.3010081283
595	0.3009744129
596	0.3009471021
597	0.3009390819
598	0.3009033079
599	0.3008623792
600	0.3008304936
601	0.3008003553
602	0.3007858957
603	0.3007708688
604	0.3007585691
605	0.300727691
606	0.300716765
607	0.3006857945
608	0.300663581
609	0.3006421072
610	0.3006117524
611	0.3005810721
612	0.3005539276
613	0.300529548
614	0.3005102071
615	0.3004881674
616	0.3004590091
617	0.30043167
618	0.3003940777
619	0.300369788
620	0.3003417912
621	0.3003262139
622	0.3002997811
623	0.3002696908
624	0.3002312778
625	0.3002074485
626	0.3002019369
627	0.3001961115
628	0.3001747255
629	0.3001518126
630	0.3001189395
631	0.3001056404
632	0.300071628
633	0.3000371394
634	0.3000085868
635	0.2999951454
636	0.2999694217
637	0.2999405671
638	0.2999194315
639	0.2999033898
640	0.2998781041
641	0.2998388114
642	0.2998219451
643	0.2998063199
644	0.2997796235
645	0.2997468835
646	0.2997374124
647	0.2997144808
648	0.299693087
649	0.2996637869
650	0.2996420849
651	0.2996101681
652	0.2995745749
653	0.2995381721
654	0.2995262382
655	0.2995088012
656	0.2994662452
657	0.2994420571
658	0.2994115567
659	0.2994006591
660	0.2993753167
661	0.2993573198
662	0.2993210568
663	0.2992878442
664	0.2992570285
665	0.2992284099
666	0.2992162978
667	0.2992027949
668	0.2991707641
669	0.2991430065
670	0.2991271324
671	0.2991059426
672	0.2990794452
673	0.2990406042
674	0.2989973527
675	0.2989817026
676	0.2989602721
677	0.298935944
678	0.2989046807
679	0.2988725439
680	0.298835608
681	0.2988120364
682	0.2987918214
683	0.2987858048
684	0.2987805363
685	0.2987509609
686	0.2987394399
687	0.2987123558
688	0.2986818264
689	0.2986451737
690	0.2986108957
691	0.298586035
692	0.2985536307
693	0.298521056
694	0.2984995822
695	0.2984803727
696	0.2984633452
697	0.2984372786
698	0.298402342
699	0.2983697482
700	0.2983554603
701	0.2983368476
702	0.2983145154
703	0.2982701578
704	0.2982393563
705	0.2982224378
706	0.2981930559
707	0.2981838838
708	0.298155591
709	0.2981319057
710	0.2981230253
711	0.2981098928
712	0.2980755925
713	0.2980439393
714	0.29804067
715	0.2980143978
716	0.2979841934
717	0.2979568273
718	0.297936086
719	0.2979072756
720	0.2978719907
721	0.2978565781
722	0.2978230861
723	0.2977994369
724	0.2977762137
725	0.2977532747
726	0.2977394798
727	0.2977227259
728	0.2976925277
729	0.2976575048
730	0.2976260338
731	0.2975915834
732	0.2975750282
733	0.2975510874
734	0.2975255211
735	0.2975103915
736	0.2975023612
737	0.2974914836
738	0.2974572756
739	0.2974412967
740	0.2974213495
741	0.2973983561
742	0.2973630687
743	0.2973342363
744	0.2972971159
745	0.2972848054
746	0.2972767093
747	0.2972591527
748	0.2972229477
749	0.2971986028
750	0.297160842
751	0.2971355188
752	0.297110449
753	0.2971024164
754	0.2970788293
755	0.2970539976
756	0.2970240195
757	0.2970159457
758	0.2969963137
759	0.2969750586
760	0.2969470621
761	0.2969299567
762	0.2969021243
763	0.2968667879
764	0.2968482228
765	0.2968068262
766	0.2967817693
767	0.2967509906
768	0.2967194051
769	0.2966944477
770	0.296673568
771	0.296631227
772	0.2966104539
773	0.2965997055
774	0.2965876375
775	0.2965558254
776	0.2965453155
777	0.296527735
778	0.2964990042
779	0.296461278
780	0.2964491311
781	0.2964233377
782	0.2963966866
783	0.2963731722
784	0.2963630797
785	0.296344571
786	0.2963037278
787	0.2963018673
788	0.2962824614
789	0.2962552313
790	0.2962434401
791	0.2962168692
792	0.2961999177
793	0.2961922524
794	0.2961614808
795	0.296120719
796	0.29609122
797	0.2960722209
798	0.296056341
799	0.2960437731
800	0.2960207574
801	0.2960010139
802	0.2959660038
803	0.295939429
804	0.2959141841
805	0.295883961
806	0.2958595601
807	0.2958496383
808	0.2958249459
809	0.2957951403
810	0.2957635837
811	0.2957479112
812	0.2957284564
813	0.2956931556
814	0.2956667561
815	0.295655265
816	0.2956308736
817	0.2956161913
818	0.2955952926
819	0.295565804
820	0.2955492547
821	0.2955419791
822	0.2955254223
823	0.2955124844
824	0.2954900373
825	0.295454538
826	0.2954285707
827	0.295395966
828	0.2953624245
829	0.295334559
830	0.2953024538
831	0.2952767325
832	0.2952560552
833	0.2952367304
834	0.2952051462
835	0.2951811315
836	0.2951662348
837	0.2951334163
838	0.2951078427
839	0.2950892061
840	0.2950750214
841	0.2950538155
842	0.2950180851
843	0.2949926574
844	0.2949727371
845	0.2949570724
846	0.2949408766
847	0.2949172852
848	0.2948948219
849	0.2948662849
850	0.294858346
851	0.2948408317
852	0.2948077798
853	0.2947933968
854	0.2947531091
855	0.29473263
856	0.2947188085
857	0.2947183743
858	0.2946897997
859	0.2946813696
860	0.2946661517
861	0.294648692
862	0.2946125936
863	0.2945702549
864	0.2945322758
865	0.2945001569
866	0.2944748054
867	0.2944643809
868	0.2944521163
869	0.2944313255
870	0.2944262837
871	0.2943942182
872	0.2943740154
873	0.294338192
874	0.2943269431
875	0.2943184575
876	0.2942835973
877	0.2942688962
878	0.2942363098
879	0.2942095744
880	0.2941933136
881	0.2941544129
882	0.2941252278
883	0.294089302
884	0.2940876994
885	0.2940639248
886	0.2940264684
887	0.2939897743
888	0.2939543785
889	0.2939217092
890	0.2938977913
891	0.2938733377
892	0.2938400517
893	0.2938076987
894	0.2937973537
895	0.2937667224
896	0.2937463848
897	0.2937162934
898	0.2936827696
899	0.2936663855
900	0.2936507706
901	0.2936460833
902	0.2936297556
903	0.2936134047
904	0.2935982978
905	0.2935894621
906	0.2935622623
907	0.2935503815
908	0.2935430503
909	0.2935122683
910	0.2934850948
911	0.2934724257
912	0.2934616877
913	0.2934457249
914	0.293425307
915	0.2933914517
916	0.2933513229
917	0.2933302334
918	0.2933267215
919	0.2932893801
920	0.2932671981
921	0.2932562975
922	0.2932297123
923	0.2931883733
924	0.2931692294
925	0.2931460578
926	0.2931322872
927	0.2931077053
928	0.2930935486
929	0.2930694505
930	0.2930368469
931	0.2930099251
932	0.2929967844
933	0.2929805084
934	0.292959911
935	0.292942324
936	0.2929141331
937	0.2929138266
938	0.2928819658
939	0.2928607543
940	0.2928493086
941	0.2928208167
942	0.2927856357
943	0.2927625495
944	0.2927491606
945	0.2927176108
946	0.2926970392
947	0.2926940111
948	0.2926828842
949	0.2926696775
950	0.2926374346
951	0.2926226935
952	0.2925820012
953	0.2925560897
954	0.2925252935
955	0.2925070472
956	0.2924745029
957	0.2924422392
958	0.292415797
959	0.2924041394
960	0.2923813476
961	0.2923431268
962	0.2923201034
963	0.2922988506
964	0.2922663602
965	0.292247091
966	0.2922105483
967	0.2921907088
968	0.2921658015
969	0.2921398686
970	0.292118152
971	0.2920914014
972	0.2920674198
973	0.2920439647
974	0.2920298898
975	0.2920135603
976	0.2919922449
977	0.2919848732
978	0.2919723702
979	0.2919461157
980	0.2919227515
981	0.2919031949
982	0.2918728939
983	0.2918605765
984	0.2918531255
985	0.2918208126
986	0.2917843649
987	0.2917571056
988	0.2917315602
989	0.2917181145
990	0.2917002016
991	0.2916752689
992	0.2916432289
993	0.2916236823
994	0.291617152
995	0.2915917084
996	0.291571265
997	0.29154926
998	0.2915438966
999	0.2915264993
