iter	Passed	Remaining
400	27108	40493
401	27186	40441
402	27259	40381
403	27327	40314
404	27391	40242
405	27468	40187
406	27546	40135
407	27612	40064
408	27677	39993
409	27739	39917
410	27804	39846
411	27870	39776
412	27955	39733
413	28033	39680
414	28103	39615
415	28168	39544
416	28230	39468
417	28292	39393
418	28364	39331
419	28438	39271
420	28508	39207
421	28567	39127
422	28631	39055
423	28701	38991
424	28768	38921
425	28832	38849
426	28895	38775
427	28963	38708
428	29027	38636
429	29093	38565
430	29163	38501
431	29228	38430
432	29284	38347
433	29361	38291
434	29430	38225
435	29506	38168
436	29579	38107
437	29670	38070
438	29756	38026
439	29822	37956
440	29891	37890
441	29969	37834
442	30049	37782
443	30123	37722
444	30192	37656
445	30266	37595
446	30336	37530
447	30405	37464
448	30486	37412
449	30556	37346
450	30626	37281
451	30697	37217
452	30767	37152
453	30830	37078
454	30895	37006
455	30957	36931
456	31015	36851
457	31077	36777
458	31147	36712
459	31213	36641
460	31289	36583
461	31360	36518
462	31428	36451
463	31494	36381
464	31559	36310
465	31618	36232
466	31684	36162
467	31752	36094
468	31863	36075
469	31939	36016
470	32006	35948
471	32082	35888
472	32156	35827
473	32270	35810
474	32346	35751
475	32422	35692
476	32510	35646
477	32596	35596
478	32661	35525
479	32733	35461
480	32820	35413
481	32948	35409
482	33028	35353
483	33099	35288
484	33171	35223
485	33243	35158
486	33316	35095
487	33387	35029
488	33462	34967
489	33531	34899
490	33604	34836
491	33668	34763
492	33741	34699
493	33813	34634
494	33930	34615
495	34054	34603
496	34132	34544
497	34201	34476
498	34278	34416
499	34351	34351
500	34419	34282
501	34489	34214
502	34580	34168
503	34656	34106
504	34733	34045
505	34803	33977
506	34877	33914
507	34940	33839
508	35020	33782
509	35098	33721
510	35173	33659
511	35240	33588
512	35307	33518
513	35381	33454
514	35462	33396
515	35540	33336
516	35616	33273
517	35686	33206
518	35755	33137
519	35825	33069
520	35890	32997
521	35957	32926
522	36017	32849
523	36106	32799
524	36190	32744
525	36258	32674
526	36328	32605
527	36407	32546
528	36477	32477
529	36544	32407
530	36623	32347
531	36704	32288
532	36774	32220
533	36849	32156
534	36923	32091
535	36994	32024
536	37060	31953
537	37134	31888
538	37199	31816
539	37267	31746
540	37338	31679
541	37410	31612
542	37482	31546
543	37550	31476
544	37613	31402
545	37677	31328
546	37741	31255
547	37818	31193
548	37889	31126
549	37996	31087
550	38076	31027
551	38142	30955
552	38229	30901
553	38319	30849
554	38419	30804
555	38501	30745
556	38582	30686
557	38654	30619
558	38725	30551
559	38801	30486
560	38877	30423
561	38951	30357
562	39013	30282
563	39086	30215
564	39161	30150
565	39225	30077
566	39297	30010
567	39368	29942
568	39443	29877
569	39516	29810
570	39584	29740
571	39651	29669
572	39724	29602
573	39803	29540
574	39877	29474
575	39945	29404
576	40012	29333
577	40085	29266
578	40154	29196
579	40228	29131
580	40294	29059
581	40362	28988
582	40430	28918
583	40508	28855
584	40578	28786
585	40646	28716
586	40712	28644
587	40778	28572
588	40845	28501
589	40913	28431
590	40972	28354
591	41033	28279
592	41095	28205
593	41164	28136
594	41225	28060
595	41288	27987
596	41352	27914
597	41420	27844
598	41485	27772
599	41552	27701
600	41616	27629
601	41678	27554
602	41743	27483
603	41807	27409
604	41870	27336
605	41935	27265
606	41993	27188
607	42062	27119
608	42131	27049
609	42195	26977
610	42263	26907
611	42326	26834
612	42396	26765
613	42465	26696
614	42536	26628
615	42598	26554
616	42674	26490
617	42762	26432
618	42828	26361
619	42895	26290
620	42965	26222
621	43034	26152
622	43104	26084
623	43172	26014
624	43235	25941
625	43305	25872
626	43372	25802
627	43441	25732
628	43506	25660
629	43573	25590
630	43641	25521
631	43708	25450
632	43774	25379
633	43854	25316
634	43923	25247
635	43995	25179
636	44072	25115
637	44149	25050
638	44222	24983
639	44287	24911
640	44346	24837
641	44416	24768
642	44501	24707
643	44564	24634
644	44627	24562
645	44716	24503
646	44796	24440
647	44894	24387
648	44960	24316
649	45028	24246
650	45092	24173
651	45167	24107
652	45243	24042
653	45314	23973
654	45388	23906
655	45451	23834
656	45523	23766
657	45593	23697
658	45663	23628
659	45728	23557
660	45795	23486
661	45870	23420
662	45945	23353
663	46015	23285
664	46080	23213
665	46154	23146
666	46234	23082
667	46306	23014
668	46375	22945
669	46437	22872
670	46505	22802
671	46589	22740
672	46685	22683
673	46760	22617
674	46845	22555
675	46928	22492
676	47030	22438
677	47104	22371
678	47172	22300
679	47237	22229
680	47317	22164
681	47393	22098
682	47461	22028
683	47536	21961
684	47600	21889
685	47678	21823
686	47760	21759
687	47839	21694
688	47911	21626
689	47980	21556
690	48050	21487
691	48117	21416
692	48185	21346
693	48258	21278
694	48337	21212
695	48421	21149
696	48496	21082
697	48569	21014
698	48633	20942
699	48700	20871
700	48765	20800
701	48834	20730
702	48908	20662
703	48991	20598
704	49058	20528
705	49157	20470
706	49225	20400
707	49288	20328
708	49354	20256
709	49421	20186
710	49491	20116
711	49548	20042
712	49619	19973
713	49691	19904
714	49758	19833
715	49823	19762
716	49886	19690
717	49951	19618
718	50022	19549
719	50085	19477
720	50153	19407
721	50219	19336
722	50285	19265
723	50346	19192
724	50415	19123
725	50495	19057
726	50564	18987
727	50637	18919
728	50711	18851
729	50782	18782
730	50855	18714
731	50924	18644
732	50992	18574
733	51058	18503
734	51124	18432
735	51189	18361
736	51281	18299
737	51358	18232
738	51429	18163
739	51496	18093
740	51563	18022
741	51630	17952
742	51701	17883
743	51776	17815
744	51852	17748
745	51918	17677
746	51983	17606
747	52054	17537
748	52124	17467
749	52191	17397
750	52263	17328
751	52327	17256
752	52392	17185
753	52447	17111
754	52518	17042
755	52588	16973
756	52652	16901
757	52714	16829
758	52775	16757
759	52838	16685
760	52907	16616
761	52974	16545
762	53041	16475
763	53103	16403
764	53171	16333
765	53252	16267
766	53326	16199
767	53411	16134
768	53493	16069
769	53562	15999
770	53625	15927
771	53693	15857
772	53756	15786
773	53825	15716
774	53894	15646
775	53961	15576
776	54027	15505
777	54095	15435
778	54155	15363
779	54219	15292
780	54280	15220
781	54345	15149
782	54414	15080
783	54480	15009
784	54546	14939
785	54616	14870
786	54681	14799
787	54745	14728
788	54810	14657
789	54878	14588
790	54945	14517
791	55018	14449
792	55080	14377
793	55143	14306
794	55209	14236
795	55281	14167
796	55351	14098
797	55420	14028
798	55484	13957
799	55557	13889
800	55632	13821
801	55704	13752
802	55776	13683
803	55848	13614
804	55920	13546
805	55988	13476
806	56057	13406
807	56124	13336
808	56190	13266
809	56257	13196
810	56322	13125
811	56417	13062
812	56483	12991
813	56546	12920
814	56612	12850
815	56677	12780
816	56754	12712
817	56826	12643
818	56896	12574
819	56958	12503
820	57026	12433
821	57091	12362
822	57160	12293
823	57244	12226
824	57321	12159
825	57393	12090
826	57469	12022
827	57538	11952
828	57609	11883
829	57679	11813
830	57782	11751
831	57854	11682
832	57930	11613
833	58001	11544
834	58070	11474
835	58146	11406
836	58218	11337
837	58303	11271
838	58375	11201
839	58442	11131
840	58508	11061
841	58578	10992
842	58644	10921
843	58711	10851
844	58780	10782
845	58852	10713
846	58926	10644
847	58990	10573
848	59058	10503
849	59144	10437
850	59202	10365
851	59265	10295
852	59331	10224
853	59394	10154
854	59465	10084
855	59540	10016
856	59611	9946
857	59677	9876
858	59756	9808
859	59825	9739
860	59924	9674
861	59994	9604
862	60069	9535
863	60136	9465
864	60208	9396
865	60288	9328
866	60361	9259
867	60430	9189
868	60505	9121
869	60592	9054
870	60679	8986
871	60777	8921
872	60852	8852
873	60926	8783
874	60993	8713
875	61067	8644
876	61146	8575
877	61215	8506
878	61284	8436
879	61350	8365
880	61414	8295
881	61490	8226
882	61564	8157
883	61631	8087
884	61691	8016
885	61766	7947
886	61843	7878
887	61922	7810
888	61992	7740
889	62080	7672
890	62151	7603
891	62222	7533
892	62301	7465
893	62366	7394
894	62423	7323
895	62497	7254
896	62567	7184
897	62642	7115
898	62713	7045
899	62791	6976
900	62862	6907
901	62943	6838
902	63013	6768
903	63080	6698
904	63144	6628
905	63214	6558
906	63300	6490
907	63368	6420
908	63427	6349
909	63494	6279
910	63570	6210
911	63646	6141
912	63718	6071
913	63776	6000
914	63840	5930
915	63908	5860
916	63988	5791
917	64060	5722
918	64135	5652
919	64222	5584
920	64313	5516
921	64385	5446
922	64455	5377
923	64526	5307
924	64595	5237
925	64665	5167
926	64732	5097
927	64800	5027
928	64865	4957
929	64931	4887
930	64999	4817
931	65066	4747
932	65160	4679
933	65226	4609
934	65298	4539
935	65365	4469
936	65429	4399
937	65492	4328
938	65558	4258
939	65626	4188
940	65691	4118
941	65766	4049
942	65854	3980
943	65932	3911
944	65997	3841
945	66066	3771
946	66136	3701
947	66195	3630
948	66257	3560
949	66352	3492
950	66434	3423
951	66509	3353
952	66584	3283
953	66653	3213
954	66719	3143
955	66787	3073
956	66855	3003
957	66924	2934
958	66991	2864
959	67058	2794
960	67129	2724
961	67198	2654
962	67268	2584
963	67343	2514
964	67410	2444
965	67482	2375
966	67548	2305
967	67611	2235
968	67683	2165
969	67751	2095
970	67816	2025
971	67880	1955
972	67945	1885
973	68013	1815
974	68076	1745
975	68138	1675
976	68207	1605
977	68269	1535
978	68352	1466
979	68424	1396
980	68515	1326
981	68577	1257
982	68652	1187
983	68742	1117
984	68815	1047
985	68889	978
986	68960	908
987	69026	838
988	69091	768
989	69156	698
990	69227	628
991	69293	558
992	69364	488
993	69434	419
994	69500	349
995	69570	279
996	69639	209
997	69703	139
998	69785	69
999	69873	0
